"investment_id","investor_id","startup_id","relation_type_raw","direction_status","confidence_score","source_file","notes"
"e159","CITES","ardan","official_portfolio_investment","validated_investor_to_startup","0.96","https://cites-gss.com/en/portfolio/ardan-en/","CITES official portfolio page profiles Ardan. Matched as Ardan."
"157","CITES","Ardan Pharma","official_portfolio_investment","validated_investor_to_startup","0.96","https://cites-gss.com/en/portfolio/ardan-en/","CITES official portfolio page profiles Ardan Pharma. Matched as Ardan Pharma."
"156","CITES","Bionirs","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e160","CITES","bioseek","official_portfolio_investment","validated_investor_to_startup","0.96","https://cites-gss.com/en/portfolio/bioseek-2/","CITES official portfolio page profiles Bioseek. Matched as Bioseek."
"e161","CITES","circa_therapeutics","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e162","CITES","clover","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"158","CITES","Crinsurance","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e163","CITES","Crinsurance","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"159","CITES","Eolo Pharma","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e164","CITES","Eolo Pharma","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"154","CITES","Epiliquid","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e165","CITES","Epiliquid","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e166","CITES","ergo_bioscience","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"160","CITES","Gbot","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e167","CITES","imvalv","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e168","CITES","Limay Biosciences","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e169","CITES","pepton","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e170","CITES","phylumtech","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"161","CITES","RadBio","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e171","CITES","RadBio","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e172","CITES","single_strand_biotech","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"155","CITES","Stradot","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e173","CITES","Stradot","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e174","CITES","teramot","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"153","CITES","ViewMind","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e175","CITES","ViewMind","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"152","DragonesVP","Amai Proteins","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"143","DragonesVP","Armenta","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"151","DragonesVP","Caspr Biotech","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"145","DragonesVP","FixUP","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"148","DragonesVP","ngc Partners","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"149","DragonesVP","Peek","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"147","DragonesVP","Satellogic","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"146","DragonesVP","Semtive","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"144","DragonesVP","Skyloom","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"150","DragonesVP","Unleash Immuno Oncolytics","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"231","DraperCygnus","0","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/stamm","Draper Cygnus official startup page profiles Stamm. Matched as StÃ¤mm."
"171","DraperCygnus","argenTAG","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/argentag","Draper Cygnus official startup page profiles ArgenTAG. Matched as ArgenTAG."
"e217","DraperCygnus","argenTAG","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/argentag","Draper Cygnus official startup page profiles ArgenTAG. Matched as ArgenTAG."
"163","DraperCygnus","Auth0","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e209","DraperCygnus","Auth0","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"168","DraperCygnus","Ayuvant","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e214","DraperCygnus","Ayuvant","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"182","DraperCygnus","CargoProduce","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"174","DraperCygnus","Dynami","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e220","DraperCygnus","Dynami","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"181","DraperCygnus","Egg","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"169","DraperCygnus","Falcomm","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e215","DraperCygnus","Falcomm","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"183","DraperCygnus","GBM","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e226","DraperCygnus","GBM","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"167","DraperCygnus","Lemon","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e213","DraperCygnus","Lemon","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"176","DraperCygnus","Menta","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e222","DraperCygnus","mentatech","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"175","DraperCygnus","Microterra","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/microterra","Draper Cygnus official startup page profiles Microterra. Matched as Microterra."
"e221","DraperCygnus","Microterra","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/microterra","Draper Cygnus official startup page profiles Microterra. Matched as Microterra."
"166","DraperCygnus","Novo Space","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e212","DraperCygnus","Novo Space","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"180","DraperCygnus","Oasys","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"177","DraperCygnus","Oneinfinite","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e223","DraperCygnus","Oneinfinite","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"179","DraperCygnus","Satellites On Fire","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/satellites-on-fire","Draper Cygnus official startup page profiles Satellites On Fire. Matched as Satellites On Fire."
"e225","DraperCygnus","Satellites On Fire","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/satellites-on-fire","Draper Cygnus official startup page profiles Satellites On Fire. Matched as Satellites On Fire."
"172","DraperCygnus","Satellogic","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e218","DraperCygnus","Satellogic","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"178","DraperCygnus","SiloReal","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e224","DraperCygnus","SiloReal","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"164","DraperCygnus","Skyloom","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e210","DraperCygnus","Skyloom","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"165","DraperCygnus","Splight","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e211","DraperCygnus","Splight","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e3","DraperCygnus","stamm","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.drapercygnus.vc/startups/stamm","Draper Cygnus official startup page profiles Stamm. Matched as StÃ¤mm."
"170","DraperCygnus","TravelX","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e216","DraperCygnus","TravelX","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"173","DraperCygnus","Vmind","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e219","DraperCygnus","Vmind","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"manual-eatable-adventures-nunatak","eatable_adventures","Nunatak Biotech","official_program_investment","validated_investor_to_startup","0.94","https://eatableadventures.com/news/five-startups-set-to-transform-agrifood-innovation-across-spain-and-latin-america/","Eatable Adventures says Raices selected Nunatak and that each selected startup receives direct investment from the accelerator."
"manual-eatable-adventures-sciphage","eatable_adventures","SciPhage","official_program_investment","validated_investor_to_startup","0.94","https://eatableadventures.com/news/five-startups-set-to-transform-agrifood-innovation-across-spain-and-latin-america/","Eatable Adventures says Raices selected SciPhage and that each selected startup receives direct investment from the accelerator."
"manual-endurance28-biomakers","endurance_28","biomakers","official_portfolio_investment","validated_investor_to_startup","0.93","https://www.endurance28.com/biomakers/","Endurance28 official startup page lists Biomakers; Biomakers also publicly lists Endurance28 among its investors."
"manual-endurance28-oncoliq","endurance_28","oncoliq","official_portfolio_investment","validated_investor_to_startup","0.93","https://www.endurance28.com/oncoliq/","Endurance28 official startup page lists Oncoliq; third-party funding profiles also identify Endurance28 as an Oncoliq seed investor."
"e179","glocal","Agrojusto","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e181","glocal","Conciencia","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e180","glocal","deepagro","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"manual-glocal-done-properly","glocal","Done Properly","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.glocalmanagers.com/pt/startups-2/","GLOCAL official startups page includes a Done Properly founder quote describing Done Properly as part of GLOCAL's portfolio."
"e178","glocal","eiru","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"e176","glocal","Kilimo","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"manual-glocal-puna-bio","glocal","Puna Bio","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.glocalmanagers.com/pt/startups-2/","GLOCAL official startups page includes a Puna Bio founder quote describing Puna Bio as part of GLOCAL's portfolio."
"e177","glocal","Ruuts","investment_or_membership","validated_startup_to_investor_reverse","0.9","latam_coinvest_network_v3.graphml","GraphML edge direction is not assumed canonical"
"230","GridX","0","investment","validated_investor_to_startup","0.95","edgeseco.csv","CSV suggests investor to startup direction but must be validated against canonical entity types"
"e60","GridX","algaebio","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"70","GridX","AlgaeBio+","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"18","GridX","AlgaLife","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
"manual-gridx-algalife","GridX","AlgaLife","official_portfolio_investment","validated_investor_to_startup","0.96","https://www.gridexponential.com/portfolio","GridX official portfolio lists Algalife."
"17","GridX","Alkemio","portfolio_page_lead","validated_investor_to_startup","0.90","https://www.gridexponential.com/portfolio","CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed."
