"source_id","target_id","relation_type","source_file","extraction_method","confidence","notes"
"Antom","CIRCCLO","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Conciencia","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Eirú","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Huiro","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Kigui","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Kilimo","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Nideport","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Ruuts","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"Antom","Satellites on fire","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Ardan Pharma","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Bionirs","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Crinsurance","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Eolo Pharma","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","EpiLiquid","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Gbot","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","RadBio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","Stradot","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"CITES","ViewMind","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Amai Proteins","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Armenta","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Caspr Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","FixUP","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","ngc Partners","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Peek","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Satellogic","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Semtive","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Skyloom","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DragonesVP","Unleash Immuno Oncolytics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","0","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","ArgenTag","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Auth0","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Ayuvant","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","CargoProduce","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Dynami","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Egg","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Falcomm","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","GBM","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Lemon","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Menta","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Microterra","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","NovoSpace","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Oasys","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Oneinfinite","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Satellites On Fire","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Satellogic","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","SiloReal","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Skyloom","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Splight","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","TravelX","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"DraperCygnus","Vmind","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","0","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","AlgaeBio+","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","AlgaLife","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Alkemio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Alytix","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Antarka","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Apasomics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","APEXzymes","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Aplife Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Aquit","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","argenTAG","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","AVaTAR","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Beeflow","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","BioBlends","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Biodiversity Intelligence","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Bioeutectics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","BioPlaster Research","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Bioplastix","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Bitgenia","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","BreakPET","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Bsafe Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","ByBug","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Caligenia","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Caspr Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","CellRep","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Cryosmetics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","CyanoMin","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Dogma Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","EINSTED","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Elytron","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Embryoxite","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Enteria","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Eywa","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","F4U","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","fecundis","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Feedvax","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Fungi Life","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Future Biome","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Geoprot","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Gisens Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","GlycoX","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","HIAMET","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Invitrall","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Kresko RNATech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","michroma","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","microgenesis","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","MicroIN","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Migma","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Monte Caldera Technology","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","MZP","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Nano Jump Bio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Nanogrow","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","NanoInGreen","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Nanotransfer","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Nat4Bio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Naturannova","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","New Organs","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Nunatak Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","OncoPrecision","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Polymera","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Protiva","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Puna Bio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Qnity","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Qumir Nano","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Radial","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Scitherm","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Semion","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","SphereBio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Sylvarum","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Synthetic Ocular Restoration","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Syocin Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Tomorrow Foods","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Ubique Bio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","UpDairy","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Vexxel Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","WerkénVac","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","Zavia Bio","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"GridX","ZEV Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","BEAM CropTech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","BioMetallum","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Biotalife","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Dharma BioScience","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Eirú","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Eureka","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Exomas","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Gameet","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","INMET","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Libera","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Limay Biosciences","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","M4Life","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Mesenchyal-T","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","MultiplAI Health","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Mycorium Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","NotFossil","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Oncoliq","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Pill.AR","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","SoyGREEN","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Spectrum","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Tell","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Tintte","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","Trebe Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SF500","UNIBAIO","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","BitMEX","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","Formlabs","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","Neptune Robotics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","NotCo","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","Opentrons","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","Prolific Machines","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","Smartex","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"SOSV_IndieBio","unSpun","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Aictive","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Amplify Dynamics","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Aquit","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","arcomedLab","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Bee Technology","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Bifidice","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Biogea","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Biome Resources","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Bleps Vision","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Botanical Solutions","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","CuperScience","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Delee","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","EcoAustralis","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Eywa","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Farmtastica","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","GlucoLib","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Innovai","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Luyef","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Metabix Biotech","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Nanotransfer","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Pannex","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Patagon Fiber","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Purple Dental","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Retidiag","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Risas Pendientes","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","SciPhage","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Smart Tissues","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Soleit","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Synergic Bio Solutions","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","TELL","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Tensor Care","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","The Earth Says","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Trears Biomarkers","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","UNIBAIO","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"The Ganesha Lab","Vali","investment","edgeseco.csv","csv_edge_table","high","direction_as_recorded_needs_canonical_mapping"
"abastra","cites","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"aerialoop","kamay_ventures","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"agree","the_yield_lab_latam","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"agroforte","the_yield_lab_latam","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"agrojusto","antom","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"agrojusto","glocal","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"algaebio","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"alkemio","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"altscore","kamay_ventures","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"alytix","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"antarka","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"apasomics","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"apexzymes","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"aplife","duhau","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"aplife","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"aplife","sillicon_catalyst","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
"aquit","gridx","investment_or_membership","latam_coinvest_network_v3.graphml","graphml_edges","medium","graphml_direction_reverse_for_some_edges"
