"source_entity_id","target_entity_id","relation_type","source_kind","confidence","notes"
"air-capital","onco-precision","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","open-water","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","Outpost","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","puna-bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","satellites-on-fire","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","Skyloom","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","starlight-ventures","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","st-mm","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","Sylvarum","funded_by","canonical_investment","0.95","edgeseco.csv"
"air-capital","tissue-dynamics","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","Agrojusto","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","CIRCCLO","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","Conciencia","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","eir","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","eiru","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"Antom","Huiro","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","Kigui","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","Kilimo","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","Nideport","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","po-s-bioenergy","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"Antom","Ruuts","funded_by","canonical_investment","0.95","edgeseco.csv"
"Antom","satellites-on-fire","funded_by","canonical_investment","0.95","edgeseco.csv"
"bago","tomorrow-foods","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"blue-horizon","syocin-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"brinc","cell-farm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","abastra","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","ardan","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","ardan-pharma","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","Bionirs","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","bioseek","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","circa-therapeutics","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","clover","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","Crinsurance","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","eolo-pharma","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","Epiliquid","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","ergo-bioscience","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","Gbot","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","imvalv","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","limay-biosciences","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","pepton","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","phylumtech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","RadBio","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","single-strand-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","Stradot","funded_by","canonical_investment","0.95","edgeseco.csv"
"CITES","teramot","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"CITES","vexxel-biotech","funded_by","ecosystem_seed","high","reference_and_capital_graph|Capital relation seen in current graph stack"
"CITES","ViewMind","funded_by","canonical_investment","0.95","edgeseco.csv"
"conservation-international","Feedvax","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"creative-ventures","onco-precision","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"dragones","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"dragones","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DragonesVP","amai-proteins","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","Armenta","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","caspr-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","FixUP","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","ngc-partners","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","Peek","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","Satellogic","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","Semtive","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","Skyloom","funded_by","canonical_investment","0.95","edgeseco.csv"
"DragonesVP","unleash-immuno-oncolytics","funded_by","canonical_investment","0.95","edgeseco.csv"
"draper-associates","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","argenTAG","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Auth0","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Ayuvant","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Beeflow","funded_by","ecosystem_seed","high","reference_and_capital_graph|Capital relation seen in current graph stack"
"DraperCygnus","CargoProduce","funded_by","canonical_investment","0.95","edgeseco.csv"
"DraperCygnus","Dynami","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Egg","funded_by","canonical_investment","0.95","edgeseco.csv"
"DraperCygnus","Falcomm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","GBM","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Lemon","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Menta","funded_by","canonical_investment","0.95","edgeseco.csv"
"DraperCygnus","mentatech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Microterra","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","novo-space","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Oasys","funded_by","canonical_investment","0.95","edgeseco.csv"
"DraperCygnus","Oneinfinite","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","satellites-on-fire","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Satellogic","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","SiloReal","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Skyloom","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Splight","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","TravelX","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"DraperCygnus","Vmind","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"draper-university","argenTAG","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"duhau","aplife-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"duhau","Feedvax","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"eatable-adventures","nunatak-biotech","funded_by","canonical_investment","0.88","eatableadventures_raices_2025"
"flia-duhau","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"fundacion-para-el-progreso-de-la-medicina","onco-precision","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"future-ventures","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"genesis-consortium","onco-precision","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","Agrojusto","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","Conciencia","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","deepagro","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","eiru","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","Kilimo","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"glocal","Ruuts","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","algaebio","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","AlgaLife","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Alkemio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Alytix","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Antarka","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Apasomics","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","APEXzymes","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","aplife-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Aquit","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","arakion","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","argenTAG","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","avatar-medtech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Beeflow","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","BioBlends","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","biocl","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","biodiversity-intelligence","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Bioeutectics","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","bioplaster-research","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","bioplaster-research-inc","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Bioplastix","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Bitgenia","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","BreakPET","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","bsafe-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","ByBug","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","calfix","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Caligenia","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","cellco","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","cell-farm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","CellRep","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Cryosmetics","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","CyanoMin","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","cytbac","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","dogma-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","EINSTED","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","elytron-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Embryoxite","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Enteria","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","enzyva","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","eywa-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","fecundis","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Feedvax","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","food4you","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","fungi-life","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","future-biome","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Geoprot","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","gisens-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","GlycoX","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","HIAMET","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Invitrall","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","kresko-rnatech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","levya","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","limay-biosciences","funded_by","ecosystem_seed","high","reference_and_capital_graph|Capital relation seen in current graph stack"
"GridX","lipock","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","mavios","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","michroma","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","microgenesis","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","MicroIN","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Migma","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","monte-caldera-technology","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","MZP","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","nanogrow-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","NanoInGreen","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","nano-jump-bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","nanoprox","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Nanotransfer","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Nat4Bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Naturannova","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","neocell","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","new-organs-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","nunatak-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","ocular-bio-design","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","onco-precision","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","plamic","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Polymera","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","pregen","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","Protiva","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","puna-bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Qnity","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","qumir-nano","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Radial","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","resistia","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","scitherm-therapeutics","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Semion","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","SphereBio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","st-mm","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","Sylvarum","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","synthetic-ocular-restoration","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","syocin-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","tesabio-ai","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","tomorrow-foods","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"GridX","ubique-bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","UpDairy","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","vexxel-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","werk-nvac","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","zavia-bio","funded_by","canonical_investment","0.95","edgeseco.csv"
"GridX","zev-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"grupo-insud","tomorrow-foods","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"grupo-peruanos","zev-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"happiness","microgenesis","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"hatch","Feedvax","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","argenTAG","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","michroma","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","microgenesis","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","onco-precision","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","puna-bio","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"indiebio","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","calice","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","deepagro","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","eiwa","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","elytron-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","Kigui","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","Nat4Bio","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","satellites-on-fire","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","sensify","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","SiloReal","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","tracestory","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","UNIBAIO","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"inventure","zoomagri","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"jeff-wilke","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kairetsu-angels","michroma","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","aerialoop","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","altscore","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","arqlite","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","auravant","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","bacu","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","Bioeutectics","funded_by","ecosystem_seed","medium","reference_visual|Seen in reference image cluster"
"kamay-ventures","ini","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","Kilimo","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","logshare","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","muta","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","nude","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","retrypay","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","ruedata","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","sensei","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","sensify","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","solfium","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","webee","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","wiagro","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","wisy","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kamay-ventures","zipnova","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"kwb","microgenesis","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"lartirigoyen","elytron-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"losa-group","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"managro","tomorrow-foods","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"nxtp-labs","Auth0","funded_by","ecosystem_seed","medium","reference_visual|Seen in reference image cluster"
"nxtp-labs","Satellogic","funded_by","ecosystem_seed","medium","reference_visual|Seen in reference image cluster"
"ospraie","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"other-angels","michroma","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"other-small-investors","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"other-small-investors","tomorrow-foods","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"pampa-start","deepagro","funded_by","canonical_investment","0.9","pampa_start_portfolio_public_sources_2026"
"pampa-start","eiwa","funded_by","canonical_investment","0.9","pampa_start_portfolio_public_sources_2026"
"paul-mcewan","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"peruanos","zev-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"photon-fund","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"SF500","beam-croptech","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Bioeutectics","funded_by","ecosystem_seed","high","reference_and_capital_graph|Capital relation seen in current graph stack"
"SF500","BioMetallum","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Biotalife","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","dharma-bioscience","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","eir","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","eiru","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"SF500","Eureka","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Exomas","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Gameet","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","INMET","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Libera","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","limay-biosciences","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","M4Life","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Mesenchyal-T","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","multiplai-health","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","mycorium-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","NotFossil","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Oncoliq","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","pill-ar","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","SoyGREEN","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Spectrum","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","TELL","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","Tintte","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","trebe-biotech","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","UNIBAIO","funded_by","canonical_investment","0.95","edgeseco.csv"
"SF500","zev-biotech","funded_by","ecosystem_seed","high","reference_and_capital_graph|Capital relation seen in current graph stack"
"sillicon-catalyst","aplife-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"sosv","Beeflow","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"sosv","caspr-biotech","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"sosv","microgenesis","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"sosv","st-mm","funded_by","canonical_investment","0.9","latam_coinvest_network_v3.graphml"
"sosv-indiebio","BitMEX","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","Formlabs","funded_by","canonical_investment","0.95","edgeseco.csv"
"sosv-indiebio","neptune-robotics","funded_by","canonical_investment","0.95","edgeseco.csv"
