"workstream","startup_id","startup_name","scope_decision","current_theme","quality_band","review_status","source_type","source_url","summary_words","data_quality_score_10","action","reason","effort","expected_impact","current_summary"
"semantic_conflict_batch","michroma","Michroma","include","fermented functional ingredients","high","reviewed","official_website","https://www.michroma.co/","67","9","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 0.9; current theme: biomanufacturing and molecular platforms","medium","medium","Michroma is an Argentina/US food-biotech company creating next-generation natural ingredients using fungal synthetic biology and precision fermentation. Its platform engineers fungi as industrial biofactories to produce stable, vibrant natural colors, flavors and antioxidant ingredients; Red+ is positioned as a pH-stable, heat-resistant natural red colorant for multiple food categories. It belongs inside BIO VC LATAM as precision-fermented food ingredients and biomanufacturing infrastructure replacing petroleum- or crop-derived colorants."
"semantic_conflict_batch","bemagro","BemAgro","include","precision agriculture intelligence","medium","reviewed","official_website","https://www.bemagro.cloud/en/index.html","61","8","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 2.1; current theme: resource recovery and remediation","medium","medium","BemAgro is a Brazilian precision-agriculture SaaS company using AI, drone imagery, machinery vectors and cloud geospatial processing to support crop management from planting to harvest. Its modules process field images, detect weeds, simulate planting lines, generate variable-rate zones, restore crop rows, detect planting failures and count plants. It belongs inside BIO VC LATAM as field-intelligence infrastructure for productive and resource-efficient agriculture."
"semantic_conflict_batch","multiplai_health","MultiplAI Health","include","transcriptomic screening and precision diagnostics","high","reviewed","official_website","https://www.multiplaihealth.com/","57","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 2.2; current theme: therapeutics and regenerative bio","medium","medium","MultiplAI Health is an Argentina/UK preventive-medicine biotech using whole-blood RNA sequencing and AI to screen cardiovascular and other complex diseases remotely. The company positions its platform as a low-cost, blood-based transcriptomic test combined with machine learning for earlier risk detection and scalable preventive care. It belongs inside BIO VC LATAM as genomic diagnostics and precision-health infrastructure."
"semantic_conflict_batch","nat4bio","Nat4Bio","include","edible coatings and post-harvest biopreservation","high","reviewed","official_website","https://www.nat4bio.com/","57","9","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 2.3; current theme: drug discovery and disease therapeutics","medium","medium","Nat4Bio is an Argentine food-protection biotech developing nature-inspired, cell-free biological formulations and edible coatings that extend fresh-produce shelf life and reduce post-harvest waste. Its pipeline uses native microorganisms, microbial biopolymers, natural antimicrobials and food-grade excipients to protect citrus, avocados, apples, pears and other crops. It should cluster with food biotech, post-harvest preservation, edible coatings and food-loss reduction."
"semantic_conflict_batch","asclepii","Asclepii","include","regenerative wound care and tissue repair","medium","reviewed","official_website","https://asclepii.com/","59","8","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 2.5; current theme: therapeutics and regenerative bio","medium","medium","Asclepii is a regenerative-medicine company developing wound-care technologies between basic bandages and complex cell therapies. Its Artemis tissue-regeneration matrix and Poseidon nanosilver hydrogel wound dressing are clinical wound-healing products for tissue repair, infection control and modern wound management. It is not a food-ingredient or cosmetic case; it should cluster with regenerative medicine, wound care, tissue repair and clinical biomaterials."
"semantic_conflict_batch","outpost","Outpost","include","microbiome predictive biology and techbio","medium","reviewed","official_website","https://www.outpost.bio/","61","8","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 2.7; current theme: therapeutics and regenerative bio","medium","medium","Outpost is a TechBio company making human microbiology computable by pairing wet-lab microbiology with machine learning and foundation-model style predictive systems. Its closed-loop engine is aimed at microbiome R&D, predictive medicine and biotech or consumer-health product development. It is not a clinical medical device or diagnostics product; it should cluster with computational biology, microbiome modeling, predictive biology and life-science software."
"semantic_conflict_batch","sensix","Sensix","include","precision agriculture and soil intelligence","medium","reviewed","official_website","https://sensix.ag/","54","8","enrich_or_reclassify_semantic_fit","Semantic confidence low with margin 3.2; current theme: ag biologicals and crop resilience","medium","medium","Sensix is a Brazilian decision-agriculture platform that combines remote sensing, soil data, productivity maps, climate information and AI to turn field data into crop-management decisions. Its products support field scanning, productivity-gap detection, variable-rate prescriptions and input-efficiency planning. It belongs inside BIO VC LATAM as precision-agriculture infrastructure for resource-efficient crop production, not as biological inputs."
"semantic_conflict_batch","zavia_bio","Zavia Bio","include","ag biologicals and crop resilience","high","reviewed","external_profile","https://www.f6s.com/company/zavia-bio","59","9","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.6; current theme: grain traceability and producer infrastructure","medium","medium","Zavia Bio is an Argentine ag-biotech startup developing biological agro-inputs for more resilient and sustainable agriculture. Public profiles describe designer proteins and peptides that activate natural plant mechanisms at very low concentrations, using synthetic biology, AI and fermentation to address problems conventional agrochemicals have not solved. It belongs inside BIO VC LATAM as ag biologicals and biomolecule-based crop-resilience infrastructure."
"semantic_conflict_batch","cellco","CellCo","include","therapeutic and regenerative biology","medium","reviewed","linkedin_company_profile","https://www.linkedin.com/company/the-cellco","32","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.8; current theme: agri intelligence and traceable markets","medium","medium","Startup therapeutics que combina biología sintética, IA y datos sintéticos para diseñar medicinas de nueva generación en dominios biológicos complejos y escasos en datos. Entra en tesis por therapeutics and regenerative medicine."
"semantic_conflict_batch","geoprot","Geoprot","include","protein biology and scientific infrastructure","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","61","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.3; current theme: agri intelligence and traceable markets","medium","medium","Geoprot is a GRIDX portfolio deep-biotech startup developing a non-AI method for protein function analysis and prediction. Public GRIDX portfolio pages classify Geoprot under Deep-biotech and describe the company as a revolutionary approach to understanding and predicting protein function. It belongs inside BIO VC LATAM as scientific infrastructure for protein biology and biotech R&D, not as a crop-protection bioinput company."
"semantic_conflict_batch","tbit","TBIT","include","seed and grain quality intelligence","medium","reviewed","official_portfolio_profile","https://www.kptl.com.br/portfolio/tbit/","52","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.4; current theme: agri intelligence and traceable markets","medium","medium","TBIT is a Brazilian agtech replacing manual seed and grain analysis with digital image processing and AI. The technology supports objective quality evaluation for seed companies, grain handlers and agricultural supply chains. It belongs inside BIO VC LATAM as crop-input and grain-quality intelligence: software and vision models applied to biological agricultural materials."
"semantic_conflict_batch","libera","Libera","include","therapeutic and regenerative biology","high","reviewed","official_portfolio_profile","https://sf500.com.ar/","18","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.5; current theme: drug discovery and disease therapeutics","medium","medium","Startup therapeutics que usa vesiculas extracelulares para combatir enfermedades inflamatorias. Entra en tesis por therapeutics and regenerative medicine."
"semantic_conflict_batch","dogma_biotech","Dogma Biotech","include","therapeutic and regenerative biology","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","24","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.7; current theme: drug discovery and disease therapeutics","medium","medium","Startup therapeutics que usa IA y azucares descubiertos computacionalmente para mejorar la eficacia de tratamientos biologicos. Entra en tesis por therapeutics and regenerative medicine."
"semantic_conflict_batch","produzindo-certo","Produzindo Certo","include","traceability and tokenized resource infrastructure","medium","reviewed","official_portfolio_listing","https://theyieldlablatam.com/portfolio/","23","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 10.1; current theme: agri intelligence and traceable markets","medium","medium","Plataforma brasilena de transparencia, trazabilidad y cumplimiento socioambiental para cadenas agroindustriales. Entra por infraestructura material de gobernanza y verificacion sobre produccion agropecuaria real."
"semantic_conflict_batch","algalife","Algalife","include","microalgae bioprocess platforms","medium","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","25","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 10.8; current theme: food ingredients and biofactories","medium","medium","GridX portfolio company building a platform to optimize productive processes based on microalgae. It belongs inside BIO VC LATAM as microalgae bioprocessing and bioindustrial infrastructure."
"semantic_conflict_batch","inceres","InCeres","include","precision agriculture and soil intelligence","medium","reviewed","official_website","https://www.inceres.com.br/","31","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.4; current theme: ag biologicals and crop resilience","medium","medium","Brazilian precision-agriculture platform integrating agricultural information from pre-planting to post-harvest, with AI, soil sampling, satellite monitoring and input-optimization tools. It belongs inside BIO VC LATAM as resource-efficiency infrastructure for crop production."
"semantic_conflict_batch","tracestory","Tracestory","include","climate and resource intelligence platforms","high","reviewed","official_website","https://www.tracestory.com/en/home","25","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 6; current theme: agri intelligence and traceable markets","medium","medium","Infraestructura de trazabilidad colaborativa y pasaporte digital de producto para cadenas agroalimentarias e industriales. Entra en tesis por transparencia y MRV aplicado a cadenas materiales."
"semantic_conflict_batch","ergo_bioscience","Ergo Bioscience","include","food transition ingredients and proteins","high","reviewed","official_website","https://www.ergobiotech.com/who-we-are","29","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 6.4; current theme: drug discovery and disease therapeutics","medium","medium","Startup biotech que usa cultivo de celulas vegetales para desarrollar ingredientes y proteinas sostenibles para alimentos, salud, belleza y agricultura. Entra en tesis por food biotech and novel ingredients."
"semantic_conflict_batch","agrotools","AGROTOOLS","include","precision agriculture intelligence","medium","reviewed","official_website","https://agrotools.com.br/en/","65","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.6; current theme: grain traceability and producer infrastructure","medium","medium","AGROTOOLS is a Brazilian agribusiness intelligence platform connecting land, supply chains and corporate decision-making through geospatial data, risk analytics and ESG/compliance monitoring. Its solutions support rural finance, insurance, sourcing, brand protection, supply-chain intelligence and socioenvironmental monitoring, with more than 1,300 data layers and large-scale territorial analyses. It belongs inside BIO VC LATAM as agri-risk, traceability and planetary-boundary intelligence infrastructure for agricultural value chains."
"semantic_conflict_batch","sima","Sima","include","precision agriculture intelligence","high","reviewed","official_website","https://sima.ag/","28","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.9; current theme: agri intelligence and traceable markets","medium","medium","Plataforma de agricultura inteligente para monitoreo de cultivos, geolocalizacion de datos y generacion de ordenes de trabajo en campo. Entra en tesis por precision agriculture and resource intelligence."
"semantic_conflict_batch","levya","Levya","include","food ingredients and biofactories","high","reviewed","official_website","https://levyabio.com/","25","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.2; current theme: food ingredients and biofactories","medium","medium","Startup biotech que produce grasas y aceites sostenibles con precision fermentation usando levaduras salvajes no GMO. Entra por food ingredients / biomateriales para alimentos y cosmetica."
"semantic_conflict_batch","cerradox","CerradoX","include","precision agriculture intelligence","medium","reviewed","official_website","https://cerradox.com/","57","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.5; current theme: bioactive products and regenerative edge cases","medium","medium","Brazilian agricultural production platform turning idle or underused land into standardized, traceable, technology-monitored high-value crops, starting with berries and expanding toward cacao and avocado. It combines financing, technical assistance, agronomic monitoring, guaranteed purchase and buyer-side traceability. It belongs inside BIO VC LATAM as material agri-food infrastructure for crop production, land-use intensification, producer income and transparent supply chains."
"semantic_conflict_batch","calfix","Calfix","include","biobased chemistry and materials","high","reviewed","public_company_profile","https://www.linkedin.com/company/calfix-bio","59","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.7; current theme: biobased chemistry and circular materials","medium","medium","Calfix is an Argentine biotech-materials startup developing biotechnology solutions for repairing cracks in concrete. The public company profile is still thin, but it specifically positions Calfix Bio around biotech solutions for concrete cracks, making the thesis fit clear: a biological or biomaterial route for construction-material repair. It belongs inside BIO VC LATAM as an early, source-thin biobased construction-materials case."
"semantic_conflict_batch","soygreen","SoyGREEN","include","extremophile microbial ag inputs","medium","reviewed","official_website","https://soygreen.bio/","56","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 9.7; current theme: ag biologicals and crop resilience","medium","medium","SoyGREEN is an Argentine agricultural-microbiology startup developing biological solutions to mitigate climate change and transform farming. Its official site describes a UNRC and CONICET-UNRC scientific team validating its first bioinput, focused on reducing greenhouse-gas emissions, substituting chemical fertilizers and applying microbiological technologies to agriculture. It belongs inside BIO VC LATAM as ag biologicals and climate-mitigation bioinputs."
"semantic_conflict_batch","hybridon","Hybridon","include","bioactive materials and surface technologies","high","reviewed","official_website_or_public_profile","https://hybridon.com.ar/","81","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 9.8; current theme: therapeutics and regenerative bio","medium","medium","Argentine materials-science startup developing antimicrobial nanotechnology and bioactive surface/material applications. The current evidence is not yet as deep as a full company technical profile, but it is materially closer to the BIO VC LATAM thesis than to generic software: its value proposition is a physical antimicrobial technology for health, textiles or surface-material use cases. It should move from provisional exclude to include-under-review as a bioactive materials and advanced-materials case, with follow-up needed to confirm product maturity and exact biological mechanism."
"semantic_conflict_batch","syocin-biotech","Syocin Biotech","include","ag biologicals and crop resilience","medium","reviewed","official_website","https://syocin.com/","34","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 10.2; current theme: biomanufacturing and molecular platforms","medium","medium","Startup ag biotech que desarrolla biobactericidas proteicos de alta precision para proteger cultivos frente a fitopatogenos bacterianos sin afectar microbiomas beneficiosos. Entra en tesis por su uso de biologia sintetica aplicada a resiliencia agricola."
"semantic_conflict_batch","HIAMET","HIAMET","include","bioenergy and waste-to-resource systems","medium","reviewed","official_website","https://www.hiamet.com/","53","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.2; current theme: resource recovery and remediation","medium","medium","HIAMET is an Argentine biotech company focused on improving biogas production from organic waste. Its official site describes process and additive design for organic-waste-to-energy conversion, biotech-based solutions for bioenergy and environmental-impact problems, biodigester-performance analysis, pilot-scale validation and custom additive supply. It belongs inside BIO VC LATAM as bioenergy and waste-to-resource infrastructure, not medtech."
"semantic_conflict_batch","sensify","Sensify","include","climate and resource intelligence platforms","high","reviewed","official_website","https://www.sensify.com.ar/","62","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.3; current theme: ag biologicals and crop resilience","medium","medium","Sensify is an Argentine IoT and AI platform for commercial refrigeration and cold-chain operations in food and beverages. Its systems connect refrigeration assets, predict operating data and provide business insights to avoid cold-chain outages, reduce food losses, improve asset performance and lower energy use. It belongs inside BIO VC LATAM as food-system resource-efficiency infrastructure, a defensible edge case rather than core biotech."
"semantic_conflict_batch","biometallum","BioMetallum","include","critical materials and resource systems","high","reviewed","official_website","https://bio-metallum.com/","60","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.5; current theme: bioactive products and regenerative edge cases","medium","medium","BioMetallum is an Argentine biomining company using microorganisms, synthetic biology and AI-driven exploration to extract lithium and other metals with lower water use, fewer chemicals and reduced environmental impact. It is a high-fit planetary and biobased-industrial case because it applies living systems to critical-mineral extraction for the energy transition. It belongs inside BIO VC LATAM as biomining and resource-recovery infrastructure."
"semantic_conflict_batch","galtec","Galtec Life","include","galectin immunotherapy platforms","high","reviewed","official_website","https://galtec.ar/en/home/","57","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.8; current theme: drug discovery and disease therapeutics","medium","medium","Galtec Life is an Argentine biotech developing immunotherapies based on galectin modulation for cancer, autoimmune diseases and chronic inflammatory conditions. The semantic anchor is therapeutic immunology: the company designs biological interventions that act on galectin-mediated immune and inflammatory pathways. It belongs inside BIO VC LATAM as a therapeutic biotech platform, not ag intelligence or generic life-science services."
"semantic_conflict_batch","qnity","Qnity","include","quantum sensing for drug discovery","medium","reviewed","official_website","https://www.qnity.bio/","59","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 5.9; current theme: therapeutics and regenerative bio","medium","medium","Brazilian molecular-screening company developing a quantum-electrochemical chip for real-time drug discovery and affinity testing across molecule sizes, from small organics to complex biologics. Originating from UNESP research, its device aims to make molecular interaction assays faster, more accessible and more sensitive. It belongs inside BIO VC LATAM as scientific instrumentation for biological binding, drug discovery and pharma R&D."
"semantic_conflict_batch","future_cow","Future Cow","include","precision-fermented dairy proteins","medium","reviewed","official_website","https://www.futurecow.com.br/","56","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 6; current theme: agri intelligence and traceable markets","medium","medium","Future Cow is a Brazilian food-biotech company producing animal-free dairy proteins through precision fermentation. Its platform uses DNA coding in microbial hosts to produce milk proteins without cows, enabling dairy ingredients with lower animal dependence and potential emissions benefits. It belongs inside BIO VC LATAM as a core food-biotech and alternative-protein company, specifically precision-fermented dairy biofactories."
"semantic_conflict_batch","arqlite","Arqlite","include","circular construction materials from plastic waste","medium","reviewed","secondary_public_profile","https://curbwaste.com/company-profiles-network/arqlite","49","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 6.2; current theme: biobased materials and waste valorization","medium","medium","Arqlite is a circular-materials company converting hard-to-recycle plastics into low-carbon lightweight aggregates and other materials for construction and manufacturing. It is not biomanufacturing or molecular biotech; it belongs inside the broader BIO VC LATAM perimeter as planetary-boundary circular materials infrastructure that reduces plastic waste and substitutes virgin construction inputs."
"semantic_conflict_batch","frizata","Frizata","include","flexitarian food and alternative protein systems","medium","reviewed","secondary_public_profile","https://latamlist.com/frizata-raises-4-65m-funding-round-for-flexitarian-frozen-meals/","60","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 6.5; current theme: agri intelligence and traceable markets","medium","medium","Frizata is an Argentine flexitarian frozen-food company producing direct-to-consumer meals, vegetables, appetizers and meatless products across Argentina, Chile and Brazil. Public investment coverage describes proprietary meatless items, preservative-free products and a thesis of helping consumers reduce animal-product dependence through convenient frozen foods. It belongs inside BIO VC LATAM as edge food-transition infrastructure, adjacent to alternative proteins rather than core biotech."
"semantic_conflict_batch","agrosmart","Agrosmart","include","precision agriculture intelligence","medium","reviewed","official_website","https://agrosmart.com.br/about/","65","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.2; current theme: ag biologicals and crop resilience","medium","medium","Agrosmart is a Brazilian climate-smart agriculture platform providing climate, agronomic, irrigation and ESG intelligence for producers and agrifood corporations. Its products include BoosterAGRO for farm climate/agronomic collaboration, BoosterPRO for climate monitoring and irrigation management, and an ESG platform for risk, sustainability and compliance reporting. It belongs inside BIO VC LATAM as precision-ag and climate-adaptation infrastructure for more resilient, efficient and transparent food production systems."
"semantic_conflict_batch","updairy","Updairy","include","food transition ingredients and proteins","high","reviewed","official_website","https://updairy.co/","56","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 7.5; current theme: agri intelligence and traceable markets","medium","medium","Updairy is a Brazilian food-biotech company producing real dairy proteins without cows through precision fermentation. Its process uses microorganisms, including engineered fungi in bioreactors, to express dairy proteins that can be used as ingredients in dairy, bakery, confectionery, beverages and supplements. It belongs inside BIO VC LATAM as alternative-protein and acellular-agriculture infrastructure for lower-impact dairy ingredients."
"semantic_conflict_batch","waterplan","Waterplan","include","water risk and stewardship intelligence","medium","reviewed","official_website","https://www.waterplan.com/","48","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.4; current theme: ag biologicals and crop resilience","medium","medium","Waterplan is an Argentina/US water-risk and stewardship platform helping water-dependent companies measure, report and respond to site-level water risks using AI and local environmental data. It is not agri-market infrastructure; it should cluster with planetary-boundary water stewardship, climate adaptation and resource-risk intelligence for industrial and watershed systems."
"semantic_conflict_batch","speclab","SpecLab","include","analytical diagnostics and spectral sensing","medium","reviewed","official_website","https://www.speclab.com.br/english.html","68","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.6; current theme: ag biologicals and crop resilience","medium","medium","SpecLab is a Brazilian analytical-technology company using smart spectral fingerprinting, machine learning and chemometrics to digitize complex laboratory analyses with little or no sample preparation. Its platform combines NIR, Raman, X-ray fluorescence, LIBS, custom spectrometers and analytics software to estimate nutritional, chemical, physical and biological properties of materials and products. It belongs inside BIO VC LATAM as analytical diagnostics and quality-control infrastructure for ag, food and biological materials."
"semantic_conflict_batch","beeflow","Beeflow","include","data-driven pollination systems","high","reviewed","official_website","https://www.beeflow.com/about-us","48","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.8; current theme: agri intelligence and traceable markets","medium","medium","Beeflow combines crop science, bee biology, data analytics and proprietary bee-nutrition technologies to provide professional pollination services that improve fruit yield and quality. It belongs inside BIO VC LATAM as a biocentric ag-biologicals company: the product is not software alone, but managed biological pollination performance in specialty-crop production."
"semantic_conflict_batch","branch_energy","Branch Energy","include","distributed clean-energy infrastructure","high","reviewed","official_public_profile","https://www.linkedin.com/company/branch-energy","57","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 8.9; current theme: resource recovery and remediation","medium","medium","Branch Energy deploys clean-energy and energy-management infrastructure, including on-site batteries and data analytics, to reduce customer energy costs, increase resilience and lower carbon emissions. It is not biotech, but it fits the broader planetary-boundary perimeter as emissions-reduction and resilience infrastructure for material systems. It should cluster with climate and resource intelligence rather than biofactories or medical devices."
"semantic_conflict_batch","magnamed","Magnamed","include","critical-care medical devices","medium","reviewed","official_website","https://www.inovacoesmagnamed.com.br/company","50","8","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 9.4; current theme: clinical diagnostics and medical devices","medium","medium","Magnamed is a Brazilian medtech company specialized in respiratory care, mechanical ventilation and critical-care devices for ICU, emergency and transport use. Its BIO VC LATAM fit is clinical infrastructure: hardware and medical-device manufacturing for human physiology and hospital care. It should cluster with clinical devices, not with materials or food."
"semantic_conflict_batch","inner_cosmos","Inner Cosmos","include","neurotherapeutic medical devices","high","reviewed","official_website","https://innercosmos.ai/","54","8.5","enrich_or_reclassify_semantic_fit","Semantic confidence medium with margin 9.6; current theme: biobased materials and waste valorization","medium","medium","Inner Cosmos is a neurotechnology company developing a minimally invasive embedded brain-computer-interface therapy for treatment-resistant depression. Its Digital Pill is designed to read and stimulate brain networks, with public FDA early-feasibility milestones. It belongs inside BIO VC LATAM as neurotherapeutic medtech: a device-based biological intervention on neural circuits, not generic AI or wellness software."
