"workstream","startup_id","startup_name","scope_decision","current_theme","quality_band","review_status","source_type","source_url","summary_words","data_quality_score_10","action","reason","effort","expected_impact","current_summary"
"exclude_defense_batch","kangu","Kangu","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","lemon","Lemon","exclude","crypto and consumer fintech","high","seeded","manual_public_signal","","17","9.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","Aplicacion cripto/fintech de consumo. Queda fuera por infraestructura financiera digital sin materialidad bio, biobased o regenerativa."
"exclude_defense_batch","lifit","Lifit","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","17","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","consumer wellness or productivity software para consumer software. Queda afuera por consumer_software_without_thesis_core_signal."
"exclude_defense_batch","logan","Logan","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","17","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","adtech and media data platform para marketing and media. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","luzid","Luzid","exclude","digital coordination and market infrastructure","high","seeded","portfolio_or_official_override","","16","8.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","ERP delivery and transformation platform para enterprise software. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","menta_tickets","Menta Tickets","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","15","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","ticket resale infrastructure para ticketing and events. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","mudafy","Mudafy","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","mural","Mural","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","nuclearis","Nuclearis","exclude","nuclear industrial engineering","high","seeded","portfolio_or_official_override","","20","8.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","nuclear mechanical engineering and manufacturing para nuclear industry. Queda afuera por energy_industrial_but_not_bio_or_biocentric_thesis_core."
"exclude_defense_batch","nuvemshop","Nuvemshop","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","nuvia","Nuvia","exclude","semiconductor compute systems","high","seeded","portfolio_or_official_override","","18","8.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","ARM server CPU startup para data center compute. Queda afuera por non_bio_non_biocentric_hardware_outside_thesis."
"exclude_defense_batch","payjoy","Payjoy","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","pods","Pods","exclude","unclassified / needs review resolved","medium","seeded","portfolio_or_official_override","","20","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","non core housing or storage startup signal para unknown. Queda afuera por insufficient_public_evidence_and_no_defensible_materiality_signal."
"exclude_defense_batch","pomelo","Pomelo","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","prima","Prima","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","18","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","insurance or digital services platform para insurance or media services. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","properati","Properati","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","qive","Qive","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","quadminds","Quadminds","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","retargetly","Retargetly","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","ripio","Ripio","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","rsk","Rsk","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","securitize","Securitize","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","sirena","Sirena","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","spectrum","Spectrum","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","15","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","startup services and founder tools para startup services. Queda afuera por services_platform_outside_thesis."
"exclude_defense_batch","spline","Spline","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","14","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","3D design software para design software. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","starlight_ventures","Starlight Ventures","exclude","non-startup or ecosystem actor misclassified","medium","seeded","portfolio_or_official_override","","17","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","venture capital or ecosystem actor para venture ecosystem. Queda afuera por non_startup_entity_or_scope_misclassification."
"exclude_defense_batch","strike","Strike","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","14","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","AI led cybersecurity platform para cybersecurity. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","teachy","Teachy","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","16","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","AI teaching and school platform para education technology. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","travelx","TravelX","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","uala","Ualá","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","vercel","Vercel","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","vixtra","Vixtra","exclude","digital coordination and market infrastructure","medium","seeded","portfolio_or_official_override","","16","8","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","import financing fintech para fintech and international trade. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","vu","Vu","exclude","digital coordination and market infrastructure","high","seeded","portfolio_or_official_override","","18","8.5","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","digital identity and fraud prevention platform para cybersecurity and fintech. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","workana","Workana","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
"exclude_defense_batch","zipnova","Zipnova","exclude","digital coordination and market infrastructure","medium","taxonomy_stub","taxonomy_stub","","16","7","add_external_source_and_defensible_exclude_reason","Exclude frontier needs auditable evidence to defend universe boundary.","low","medium","software and market infrastructure para cross-sector enterprise markets. Queda afuera por full_digital_no_materiality_signal."
