"raw_edge_id","source_id","target_id","source_file","relation_type_raw","direction_status","investor_id_candidate","startup_id_candidate","confidence_score","notes"
"121","AIR Capital","Skyloom","edgeseco.csv","investment","validated_investor_to_startup","AIR Capital","Skyloom","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"116","AIR Capital","Starlight Ventures","edgeseco.csv","investment","validated_investor_to_startup","AIR Capital","Starlight Ventures","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"136","AIR Capital","Sylvarum","edgeseco.csv","investment","validated_investor_to_startup","AIR Capital","Sylvarum","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"126","AIR Capital","Tissue Dynamics","edgeseco.csv","investment","validated_investor_to_startup","AIR Capital","Tissue Dynamics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"201","Antom","Agrojusto","edgeseco.csv","investment","validated_investor_to_startup","Antom","Agrojusto","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"199","Antom","CIRCCLO","edgeseco.csv","investment","validated_investor_to_startup","Antom","CIRCCLO","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"198","Antom","Conciencia","edgeseco.csv","investment","validated_investor_to_startup","Antom","Conciencia","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"200","Antom","Eirú","edgeseco.csv","investment","validated_investor_to_startup","Antom","Eirú","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"196","Antom","Huiro","edgeseco.csv","investment","validated_investor_to_startup","Antom","Huiro","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"195","Antom","Kigui","edgeseco.csv","investment","validated_investor_to_startup","Antom","Kigui","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"192","Antom","Kilimo","edgeseco.csv","investment","validated_investor_to_startup","Antom","Kilimo","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"194","Antom","Nideport","edgeseco.csv","investment","validated_investor_to_startup","Antom","Nideport","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"193","Antom","Ruuts","edgeseco.csv","investment","validated_investor_to_startup","Antom","Ruuts","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"197","Antom","Satellites on fire","edgeseco.csv","investment","validated_investor_to_startup","Antom","Satellites on fire","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"157","CITES","Ardan Pharma","edgeseco.csv","investment","validated_investor_to_startup","CITES","Ardan Pharma","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"156","CITES","Bionirs","edgeseco.csv","investment","validated_investor_to_startup","CITES","Bionirs","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"158","CITES","Crinsurance","edgeseco.csv","investment","validated_investor_to_startup","CITES","Crinsurance","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"159","CITES","Eolo Pharma","edgeseco.csv","investment","validated_investor_to_startup","CITES","Eolo Pharma","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"154","CITES","EpiLiquid","edgeseco.csv","investment","validated_investor_to_startup","CITES","EpiLiquid","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"160","CITES","Gbot","edgeseco.csv","investment","validated_investor_to_startup","CITES","Gbot","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"161","CITES","RadBio","edgeseco.csv","investment","validated_investor_to_startup","CITES","RadBio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"155","CITES","Stradot","edgeseco.csv","investment","validated_investor_to_startup","CITES","Stradot","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"153","CITES","ViewMind","edgeseco.csv","investment","validated_investor_to_startup","CITES","ViewMind","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"152","DragonesVP","Amai Proteins","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Amai Proteins","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"143","DragonesVP","Armenta","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Armenta","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"151","DragonesVP","Caspr Biotech","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Caspr Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"145","DragonesVP","FixUP","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","FixUP","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"148","DragonesVP","ngc Partners","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","ngc Partners","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"149","DragonesVP","Peek","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Peek","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"147","DragonesVP","Satellogic","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Satellogic","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"146","DragonesVP","Semtive","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Semtive","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"144","DragonesVP","Skyloom","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Skyloom","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"150","DragonesVP","Unleash Immuno Oncolytics","edgeseco.csv","investment","validated_investor_to_startup","DragonesVP","Unleash Immuno Oncolytics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"231","DraperCygnus","0","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","0","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"171","DraperCygnus","ArgenTag","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","ArgenTag","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"163","DraperCygnus","Auth0","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Auth0","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"168","DraperCygnus","Ayuvant","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Ayuvant","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"182","DraperCygnus","CargoProduce","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","CargoProduce","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"174","DraperCygnus","Dynami","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Dynami","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"181","DraperCygnus","Egg","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Egg","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"169","DraperCygnus","Falcomm","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Falcomm","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"183","DraperCygnus","GBM","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","GBM","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"167","DraperCygnus","Lemon","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Lemon","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"176","DraperCygnus","Menta","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Menta","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"175","DraperCygnus","Microterra","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Microterra","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"166","DraperCygnus","NovoSpace","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","NovoSpace","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"180","DraperCygnus","Oasys","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Oasys","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"177","DraperCygnus","Oneinfinite","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Oneinfinite","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"179","DraperCygnus","Satellites On Fire","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Satellites On Fire","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"172","DraperCygnus","Satellogic","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Satellogic","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"178","DraperCygnus","SiloReal","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","SiloReal","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"164","DraperCygnus","Skyloom","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Skyloom","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"165","DraperCygnus","Splight","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Splight","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"170","DraperCygnus","TravelX","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","TravelX","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"173","DraperCygnus","Vmind","edgeseco.csv","investment","validated_investor_to_startup","DraperCygnus","Vmind","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"230","GridX","0","edgeseco.csv","investment","validated_investor_to_startup","GridX","0","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"70","GridX","AlgaeBio+","edgeseco.csv","investment","validated_investor_to_startup","GridX","AlgaeBio+","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"18","GridX","AlgaLife","edgeseco.csv","investment","validated_investor_to_startup","GridX","AlgaLife","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"17","GridX","Alkemio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Alkemio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"71","GridX","Alytix","edgeseco.csv","investment","validated_investor_to_startup","GridX","Alytix","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"21","GridX","Antarka","edgeseco.csv","investment","validated_investor_to_startup","GridX","Antarka","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"2","GridX","Apasomics","edgeseco.csv","investment","validated_investor_to_startup","GridX","Apasomics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"19","GridX","APEXzymes","edgeseco.csv","investment","validated_investor_to_startup","GridX","APEXzymes","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"72","GridX","Aplife Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Aplife Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"25","GridX","Aquit","edgeseco.csv","investment","validated_investor_to_startup","GridX","Aquit","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"58","GridX","argenTAG","edgeseco.csv","investment","validated_investor_to_startup","GridX","argenTAG","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"16","GridX","AVaTAR","edgeseco.csv","investment","validated_investor_to_startup","GridX","AVaTAR","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"76","GridX","Beeflow","edgeseco.csv","investment","validated_investor_to_startup","GridX","Beeflow","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"11","GridX","BioBlends","edgeseco.csv","investment","validated_investor_to_startup","GridX","BioBlends","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"7","GridX","Biodiversity Intelligence","edgeseco.csv","investment","validated_investor_to_startup","GridX","Biodiversity Intelligence","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"57","GridX","Bioeutectics","edgeseco.csv","investment","validated_investor_to_startup","GridX","Bioeutectics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"41","GridX","BioPlaster Research","edgeseco.csv","investment","validated_investor_to_startup","GridX","BioPlaster Research","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"8","GridX","Bioplastix","edgeseco.csv","investment","validated_investor_to_startup","GridX","Bioplastix","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"75","GridX","Bitgenia","edgeseco.csv","investment","validated_investor_to_startup","GridX","Bitgenia","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"56","GridX","BreakPET","edgeseco.csv","investment","validated_investor_to_startup","GridX","BreakPET","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"40","GridX","Bsafe Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Bsafe Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"28","GridX","ByBug","edgeseco.csv","investment","validated_investor_to_startup","GridX","ByBug","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"27","GridX","Caligenia","edgeseco.csv","investment","validated_investor_to_startup","GridX","Caligenia","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"68","GridX","Caspr Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Caspr Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"3","GridX","CellRep","edgeseco.csv","investment","validated_investor_to_startup","GridX","CellRep","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"59","GridX","Cryosmetics","edgeseco.csv","investment","validated_investor_to_startup","GridX","Cryosmetics","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"13","GridX","CyanoMin","edgeseco.csv","investment","validated_investor_to_startup","GridX","CyanoMin","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"23","GridX","Dogma Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Dogma Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"65","GridX","EINSTED","edgeseco.csv","investment","validated_investor_to_startup","GridX","EINSTED","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"54","GridX","Elytron","edgeseco.csv","investment","validated_investor_to_startup","GridX","Elytron","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"42","GridX","Embryoxite","edgeseco.csv","investment","validated_investor_to_startup","GridX","Embryoxite","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"63","GridX","Enteria","edgeseco.csv","investment","validated_investor_to_startup","GridX","Enteria","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"34","GridX","Eywa","edgeseco.csv","investment","validated_investor_to_startup","GridX","Eywa","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"53","GridX","F4U","edgeseco.csv","investment","validated_investor_to_startup","GridX","F4U","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"61","GridX","fecundis","edgeseco.csv","investment","validated_investor_to_startup","GridX","fecundis","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"67","GridX","Feedvax","edgeseco.csv","investment","validated_investor_to_startup","GridX","Feedvax","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"29","GridX","Fungi Life","edgeseco.csv","investment","validated_investor_to_startup","GridX","Fungi Life","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"36","GridX","Future Biome","edgeseco.csv","investment","validated_investor_to_startup","GridX","Future Biome","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"31","GridX","Geoprot","edgeseco.csv","investment","validated_investor_to_startup","GridX","Geoprot","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"52","GridX","Gisens Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Gisens Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"1","GridX","GlycoX","edgeseco.csv","investment","validated_investor_to_startup","GridX","GlycoX","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"62","GridX","HIAMET","edgeseco.csv","investment","validated_investor_to_startup","GridX","HIAMET","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"4","GridX","Invitrall","edgeseco.csv","investment","validated_investor_to_startup","GridX","Invitrall","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"46","GridX","Kresko RNATech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Kresko RNATech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"77","GridX","michroma","edgeseco.csv","investment","validated_investor_to_startup","GridX","michroma","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"64","GridX","microgenesis","edgeseco.csv","investment","validated_investor_to_startup","GridX","microgenesis","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"10","GridX","MicroIN","edgeseco.csv","investment","validated_investor_to_startup","GridX","MicroIN","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"5","GridX","Migma","edgeseco.csv","investment","validated_investor_to_startup","GridX","Migma","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"0","GridX","Monte Caldera Technology","edgeseco.csv","investment","validated_investor_to_startup","GridX","Monte Caldera Technology","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"69","GridX","MZP","edgeseco.csv","investment","validated_investor_to_startup","GridX","MZP","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"32","GridX","Nano Jump Bio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Nano Jump Bio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"51","GridX","Nanogrow","edgeseco.csv","investment","validated_investor_to_startup","GridX","Nanogrow","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"38","GridX","NanoInGreen","edgeseco.csv","investment","validated_investor_to_startup","GridX","NanoInGreen","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"48","GridX","Nanotransfer","edgeseco.csv","investment","validated_investor_to_startup","GridX","Nanotransfer","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"43","GridX","Nat4Bio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Nat4Bio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"47","GridX","Naturannova","edgeseco.csv","investment","validated_investor_to_startup","GridX","Naturannova","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"50","GridX","New Organs","edgeseco.csv","investment","validated_investor_to_startup","GridX","New Organs","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"20","GridX","Nunatak Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Nunatak Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"49","GridX","OncoPrecision","edgeseco.csv","investment","validated_investor_to_startup","GridX","OncoPrecision","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"6","GridX","Polymera","edgeseco.csv","investment","validated_investor_to_startup","GridX","Polymera","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"12","GridX","Protiva","edgeseco.csv","investment","validated_investor_to_startup","GridX","Protiva","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"55","GridX","Puna Bio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Puna Bio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"15","GridX","Qnity","edgeseco.csv","investment","validated_investor_to_startup","GridX","Qnity","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"26","GridX","Qumir Nano","edgeseco.csv","investment","validated_investor_to_startup","GridX","Qumir Nano","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"30","GridX","Radial","edgeseco.csv","investment","validated_investor_to_startup","GridX","Radial","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"9","GridX","Scitherm","edgeseco.csv","investment","validated_investor_to_startup","GridX","Scitherm","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"14","GridX","Semion","edgeseco.csv","investment","validated_investor_to_startup","GridX","Semion","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"35","GridX","SphereBio","edgeseco.csv","investment","validated_investor_to_startup","GridX","SphereBio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"44","GridX","Sylvarum","edgeseco.csv","investment","validated_investor_to_startup","GridX","Sylvarum","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"37","GridX","Synthetic Ocular Restoration","edgeseco.csv","investment","validated_investor_to_startup","GridX","Synthetic Ocular Restoration","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"60","GridX","Syocin Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Syocin Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"66","GridX","Tomorrow Foods","edgeseco.csv","investment","validated_investor_to_startup","GridX","Tomorrow Foods","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"33","GridX","Ubique Bio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Ubique Bio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"24","GridX","UpDairy","edgeseco.csv","investment","validated_investor_to_startup","GridX","UpDairy","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"22","GridX","Vexxel Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","Vexxel Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"39","GridX","WerkénVac","edgeseco.csv","investment","validated_investor_to_startup","GridX","WerkénVac","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"45","GridX","Zavia Bio","edgeseco.csv","investment","validated_investor_to_startup","GridX","Zavia Bio","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"73","GridX","ZEV Biotech","edgeseco.csv","investment","validated_investor_to_startup","GridX","ZEV Biotech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"221","SF500","BEAM CropTech","edgeseco.csv","investment","validated_investor_to_startup","SF500","BEAM CropTech","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"224","SF500","BioMetallum","edgeseco.csv","investment","validated_investor_to_startup","SF500","BioMetallum","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"211","SF500","Biotalife","edgeseco.csv","investment","validated_investor_to_startup","SF500","Biotalife","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"206","SF500","Dharma BioScience","edgeseco.csv","investment","validated_investor_to_startup","SF500","Dharma BioScience","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"222","SF500","Eirú","edgeseco.csv","investment","validated_investor_to_startup","SF500","Eirú","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"214","SF500","Eureka","edgeseco.csv","investment","validated_investor_to_startup","SF500","Eureka","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"207","SF500","Exomas","edgeseco.csv","investment","validated_investor_to_startup","SF500","Exomas","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"213","SF500","Gameet","edgeseco.csv","investment","validated_investor_to_startup","SF500","Gameet","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"218","SF500","INMET","edgeseco.csv","investment","validated_investor_to_startup","SF500","INMET","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"209","SF500","Libera","edgeseco.csv","investment","validated_investor_to_startup","SF500","Libera","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"203","SF500","Limay Biosciences","edgeseco.csv","investment","validated_investor_to_startup","SF500","Limay Biosciences","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"220","SF500","M4Life","edgeseco.csv","investment","validated_investor_to_startup","SF500","M4Life","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
"208","SF500","Mesenchyal-T","edgeseco.csv","investment","validated_investor_to_startup","SF500","Mesenchyal-T","0.95","CSV suggests investor to startup direction but must be validated against canonical entity types"
