entity_id,table_name,field_name,new_value,source_url,confidence,notes
bioram-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
biorefinery-tech-brazil-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
bontix-do,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
caribbean-medtech-do,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
cellculture-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
corpogen-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
cropguard-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
devalor-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
digital-twin-corporation-cr,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
dimitra-bolivia-operations-bo,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
energytop-via-proinpa-bo,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
fermentlab-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
fermentlabs-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
fieldfactors-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
fungicontrol-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
geanext-cr,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
grupo-bios-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
healthpoint-bo,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
innovatech-bo,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
labtronics-sas-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
lifepack-co,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
magic-green-cr,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
medimarket-online-ve,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
metabix-uy,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
microbiota-agricola-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
microlabs-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
myvac-bioproducts-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
nanomedical-cr,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
nemacontrol-biologicos-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
neocroptech-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
plantverd-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
quipu-cr,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
recirculab-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
recombine-biotech-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
salmoss-biotech-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
scintia-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
seedtech-cl,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
terrasos-br,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
tierra-de-monte-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
tissue-nova-mx,startup_extended,business_one_liner,[] for [],,0.8,Synthesized from tech_codes + industry_codes
