investor_id,investor_name,startup_id,startup_name,round_stage,announced_date,amount_usd,currency,is_lead,source_url,notes
DraperCygnus,DraperCygnus,stamm,Stämm,,,,USD,,source: https://www.drapercygnus.vc/startups/stamm | Draper Cygnus official startup page profiles Stamm. Matched as Stämm.
endurance_28,Endurance 28,biomakers,Biomakers,,,,USD,,source: https://www.endurance28.com/biomakers/ | Endurance28 official startup page lists Biomakers; Biomakers also publicly lists Endurance28 among its investors.
endurance_28,Endurance 28,oncoliq,Oncoliq,,,,USD,,source: https://www.endurance28.com/oncoliq/ | Endurance28 official startup page lists Oncoliq; third-party funding profiles also identify Endurance28 as an Oncoliq seed investor.
glocal,GLOCAL,deepagro,DeepAgro,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
glocal,GLOCAL,eiru,Eirú,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
GridX,GridX,avatar_medtech,AVaTAR MedTech,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists AVaTAR MedTech. GRIDX portfolio describes medical devices for heart valve reconstruction.
GridX,GridX,arakion,Arakion,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists Arakion. GRIDX portfolio describes Arakion as rational design of insecticides based on arachnid venom.
GridX,GridX,biocle,BioCl,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists BioCl. GRIDX portfolio describes bacterial vesicles for precise and effective delivery in digestive health.
GridX,GridX,bioplaster_research_inc,BioPlaster Research Inc,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,break_pet,BreakPET,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists BreakPET. GRIDX portfolio describes PET recycling with engineered enzymes.
GridX,GridX,break_pet,BreakPET,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists BreakPET. GRIDX portfolio describes PET recycling with engineered enzymes.
GridX,GridX,calfix,Calfix,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,cell_farm,Cell Farm,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,cellco,CellCo,,,,USD,,"source: https://www.gridexponential.com/portfolio | GridX official portfolio lists CellCo. GRIDX portfolio describes CellCo as engineering breakthrough medicines with molecular simulation and AI, while company materials describe a therapeutics platform using synthetic biology and synthetic data."
GridX,GridX,cytbac,Cytbac,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,elytron_biotech,Elytron Biotech,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,enzyva,Enzyva,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,eywa_biotech,Eywa Biotech,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,fecundis,Fecundis,,,,USD,,source: https://www.gridexponential.com/portfolio | CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,fecundis,Fecundis,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,food4you,Food4You,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists Food4You. GRIDX portfolio describes unique bacteria combinations that enhance plant-based products.
GridX,GridX,HIAMET,HIAMET,,,,USD,,source: https://www.gridexponential.com/portfolio | CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,HIAMET,HIAMET,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists Hiamet S.A.; mapped to existing startup_id HIAMET to avoid duplicate.
GridX,GridX,kresko_rnatech,Kresko RNAtech,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,levya,Levya,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,lipock,Lipock,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,mavios,Mavios,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,michroma,Michroma,,,,USD,,source: https://www.gridexponential.com/portfolio | CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,michroma,Michroma,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,microgenesis,Microgenesis,,,,USD,,source: https://www.gridexponential.com/portfolio | CSV suggests investor to startup direction but must be validated against canonical entity types | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,microgenesis,Microgenesis,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,nanojump_bio,Nano Jump Bio,,,,USD,,source: https://www.gridexponential.com/portfolio | GridX official portfolio lists Nano Jump Bio. GRIDX portfolio describes Nano Jump Bio as enabling extraction of genetic material anywhere.
GridX,GridX,nanogrow_biotech,Nanogrow Biotech,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,nanoprox,NanoproX,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,neocell,Neocell,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,new_organs_biotech,New Organs Biotech,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,ocular_bio_design,Ocular Bio Design,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,plamic,Plamic,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,pregen,PreGen,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,resistia,Resistia,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,scitherm_therapeutics,Scitherm Therapeutics,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,stamm,Stämm,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,tesabio_ai,Tesabio.ai,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
GridX,GridX,algaebio,algaebio+,,,,USD,,source: https://www.gridexponential.com/portfolio | GraphML edge direction is not assumed canonical | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed. | GridX official portfolio page is used as public fund-level evidence for this mapped GridX relationship; keep in the specific-evidence queue until startup-level page/text is confirmed.
inventure,Inventure,calice,Calice,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in Calice as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,deepagro,DeepAgro,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in DeepAgro as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,eiwa,Eiwa,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in Eiwa as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,elytron_biotech,Elytron Biotech,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in Elytron as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,sensify,Sensify,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in Sensify as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,tracestory,Tracestory,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in Tracestory as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
inventure,Inventure,zoomagri,ZoomAgri,,,,USD,,source: https://www.lanacion.com.ar/economia/campo/nuevas-tecnologias-un-fondo-del-agro-junto-us28-millones-e-invirtio-en-10-empresas-nid20122024/ | LA NACION reports Innventure invested in ZoomAgri as part of a 10-company agtech portfolio; upgraded from historical graph to public investment announcement evidence.
kptl,KPTL,ages,AGES,,,,USD,,source: https://www.kptl.com.br/portfolio/ages/ | KPTL official portfolio profile lists AGES.
kptl,KPTL,agrotools,AGROTOOLS,,,,USD,,source: https://www.kptl.com.br/portfolio/agrotools/ | KPTL official portfolio profile lists AGROTOOLS.
kptl,KPTL,omics,OMICS,,,,USD,,source: https://kptl.com.br/portfolio/omics/?lang=en | KPTL official portfolio profile lists OMICS.
kptl,KPTL,smartbreeder,SmartBreeder,,,,USD,,source: https://www.kptl.com.br/portfolio/smartbreeder/ | KPTL official portfolio profile lists SmartBreeder.
kptl,KPTL,tbit,TBIT,,,,USD,,source: https://www.kptl.com.br/portfolio/tbit/ | KPTL official portfolio profile lists TBIT.
kamay_ventures,Kamay Ventures,arqlite,Arqlite,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,auravant,Auravant,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,logshare,LogShare,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,muta,MUTA,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,nude,Nude,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,sensify,Sensify,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,solfium,Solfium,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
kamay_ventures,Kamay Ventures,wiagro,Wiagro,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
newtopia_vc,Newtopia VC,nilus,Nilus,,,,USD,,source: https://newtopia.vc/portfolio/ | Newtopia official portfolio lists Nilus.
newtopia_vc,Newtopia VC,waterplan,Waterplan,,,,USD,,source: https://newtopia.vc/portfolio/ | Newtopia official portfolio lists Waterplan.
pampa_start,Pampa Start,agrired,Agrired,,,,USD,,source: https://www.startuplinks.world/instituciones-de-inversion/pampa-start-vc | Startuplinks public investor profile lists AGRIRED as a relevant Pampa Start investment.
pampa_start,Pampa Start,deepagro,DeepAgro,,,,USD,,source: https://www.descubre.vc/pampa-star | Descubre VC profile reports Pampa Start co-invested in DeepAgro.
pampa_start,Pampa Start,eiwa,Eiwa,,,,USD,,source: https://www.startuplinks.world/instituciones-de-inversion/pampa-start-vc | Startuplinks public investor profile lists EIWA as a relevant Pampa Start investment.
pampa_start,Pampa Start,sima,Sima,,,,USD,,source: https://www.startuplinks.world/instituciones-de-inversion/pampa-start-vc | Startuplinks public investor profile lists SIMA as a relevant Pampa Start investment.
SF500,SF500,eiru,Eirú,,,,USD,,source: https://sf500.com.ar/portfolio/ | SF500 official portfolio page lists this startup in its portfolio. Matched as Eirú.
SOSV_IndieBio,SOSV_IndieBio,michroma,Michroma,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
SOSV_IndieBio,SOSV_IndieBio,microgenesis,Microgenesis,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
SOSV_IndieBio,SOSV_IndieBio,stamm,Stämm,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
sp_ventures,SP Ventures,aegro,Aegro,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Aegro.
sp_ventures,SP Ventures,agrofy,Agrofy,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Agrofy.
sp_ventures,SP Ventures,arado,Arado,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Arado.
sp_ventures,SP Ventures,bug_agentes_biologicos,BUG Agentes Biologicos,,,,USD,,"source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Bug; mapped to BUG Agentes Biologicos, not ByBug."
sp_ventures,SP Ventures,brain_ag,Brain.ag,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Brain.ag.
sp_ventures,SP Ventures,decoy,Decoy,,,,USD,,source: https://spventures.com.br/categorias-portfolio/alternative-inputs-biologicals/ | SP Ventures official Alternative Inputs / Biologicals portfolio lists Decoy.
sp_ventures,SP Ventures,frizata,Frizata,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Frizata; public coverage describes SP-led round.
sp_ventures,SP Ventures,genotyping,Genotyping,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Genotyping.
sp_ventures,SP Ventures,horus_aeronaves,Horus Aeronaves,,,,USD,,source: https://www.lavca.org/sp-ventures-invests-r3m-in-horus-aeronaves-em-portugues/ | LAVCA reports SP Ventures investment in Horus Aeronaves.
sp_ventures,SP Ventures,imeve,Imeve,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Imeve.
sp_ventures,SP Ventures,inceres,InCeres,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists InCeres.
sp_ventures,SP Ventures,leaf,Leaf,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Leaf.
sp_ventures,SP Ventures,magnamed,Magnamed,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Magnamed.
sp_ventures,SP Ventures,moss,Moss,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Moss.
sp_ventures,SP Ventures,nexxto,Nexxto,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Nexxto.
sp_ventures,SP Ventures,promip,Promip,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Promip.
sp_ventures,SP Ventures,sette,Sette,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Sette.
sp_ventures,SP Ventures,speclab,SpecLab,,,,USD,,source: https://www.spventures.com.br/ | SP Ventures legacy portfolio lists SpecLab.
sp_ventures,SP Ventures,traive,Traive,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists Traive.
sp_ventures,SP Ventures,goflux,goFlux,,,,USD,,source: https://spventures.com.br/portfolio/ | SP Ventures official portfolio lists goFlux.
savia_ventures,Savia Ventures,solfium,Solfium,,,,USD,,source: https://saviaventures.com/ | Savia Ventures official portfolio lists Solfium.
the_yield_lab_latam,The Yield Lab LATAM,tech,@Tech,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,agree,Agree,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,agroforte,Agroforte,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,auravant,Auravant,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,courageous_land,Courageous Land,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,eiwa,Eiwa,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,heartbest,Heartbest,,,,USD,,source: latam_coinvest_network_v3.graphml | GraphML edge direction is not assumed canonical
the_yield_lab_latam,The Yield Lab LATAM,seedz,Seedz,,,,USD,,source: https://theyieldlablatam.com/pt-br/companies/seedz/ | The Yield Lab Latam official portfolio lists Seedz.
the_yield_lab_latam,The Yield Lab LATAM,terramagna,TerraMagna,,,,USD,,source: https://theyieldlablatam.com/es/companies/terramagna/ | The Yield Lab Latam official portfolio lists TerraMagna.
the_yield_lab_latam,The Yield Lab LATAM,um_grau_e_meio,Um Grau e Meio,,,,USD,,source: https://theyieldlablatam.com/companies/um-grau-e-meio/ | The Yield Lab Latam official portfolio lists Um Grau e Meio.
zentynel,Zentynel,asclepii,Asclepii,,,,USD,,source: https://zentynel.com/en/portfolio/ | Zentynel official portfolio page lists Asclepii.
zentynel,Zentynel,autem-medical,Autem Medical,,,,USD,,source: https://zentynel.com/en/portfolio/ | Zentynel official portfolio page lists Autem Medical.
zentynel,Zentynel,biomakers,Biomakers,,,,USD,,source: https://zentynel.com/en/portfolio/ | Zentynel official portfolio page lists Biomakers.
