investment_id,investor_id,startup_id,round_name,round_stage,announced_date,amount,currency,is_lead,confidence_score,source_id,notes
INFERRED_agrobit-bolivia-operations-bo_monashees_14,monashees,agrobit-bolivia-operations-bo,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + growth investor patterns
INFERRED_agrobit-bolivia-operations-bo_lightsmith_group_15,lightsmith_group,agrobit-bolivia-operations-bo,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + growth investor patterns
INFERRED_agrocontrol-gt_the_yield_lab_latam_16,the_yield_lab_latam,agrocontrol-gt,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_agrocontrol-gt_morningside_group_17,morningside_group,agrocontrol-gt,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_agroguia-ve_the_yield_lab_latam_18,the_yield_lab_latam,agroguia-ve,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_agroguia-ve_morningside_group_19,morningside_group,agroguia-ve,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_agrorganica_vox_capital_20,vox_capital,agrorganica,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + series-a investor patterns
INFERRED_agrorganica_the_yield_lab_latam_21,the_yield_lab_latam,agrorganica,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + series-a investor patterns
INFERRED_agroscan-ec_chileglobal_ventures_22,chileglobal_ventures,agroscan-ec,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + seed investor patterns
INFERRED_agroscan-ec_slc_agricola_23,slc_agricola,agroscan-ec,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + seed investor patterns
INFERRED_agrosustain-mx_vesper_ventures_24,vesper_ventures,agrosustain-mx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_agrosustain-mx_The Ganesha Lab_25,The Ganesha Lab,agrosustain-mx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_aimirim-br_GridX_26,GridX,aimirim-br,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + seed investor patterns
INFERRED_aimirim-br_AIR Capital_27,AIR Capital,aimirim-br,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + seed investor patterns
INFERRED_aintech_The Ganesha Lab_28,The Ganesha Lab,aintech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_aintech_GridX_29,GridX,aintech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_alecrim-biotech-br_the_yield_lab_latam_30,the_yield_lab_latam,alecrim-biotech-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_alecrim-biotech-br_newtopia_vc_31,newtopia_vc,alecrim-biotech-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_algenis-cl_The Ganesha Lab_32,The Ganesha Lab,algenis-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_algenis-cl_GridX_33,GridX,algenis-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_aptah_vesper_ventures_34,vesper_ventures,aptah,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + seed investor patterns
INFERRED_aptah_zentynel_35,zentynel,aptah,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + seed investor patterns
INFERRED_aptah-bio-br_vesper_ventures_36,vesper_ventures,aptah-bio-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_aptah-bio-br_The Ganesha Lab_37,The Ganesha Lab,aptah-bio-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_aravan_labs_The Ganesha Lab_38,The Ganesha Lab,aravan_labs,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_aravan_labs_GridX_39,GridX,aravan_labs,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_arcomed_vesper_ventures_40,vesper_ventures,arcomed,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_arcomed_The Ganesha Lab_41,The Ganesha Lab,arcomed,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_autem-therapeutics-br_vesper_ventures_42,vesper_ventures,autem-therapeutics-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_autem-therapeutics-br_The Ganesha Lab_43,The Ganesha Lab,autem-therapeutics-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_bentenbiotech_vesper_ventures_44,vesper_ventures,bentenbiotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_bentenbiotech_The Ganesha Lab_45,The Ganesha Lab,bentenbiotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_bialtec_The Ganesha Lab_46,The Ganesha Lab,bialtec,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_bialtec_GridX_47,GridX,bialtec,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_bio_bureau_biotechnology_The Ganesha Lab_48,The Ganesha Lab,bio_bureau_biotechnology,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_bio_bureau_biotechnology_GridX_49,GridX,bio_bureau_biotechnology,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_biobreyer_The Ganesha Lab_50,The Ganesha Lab,biobreyer,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_biobreyer_GridX_51,GridX,biobreyer,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_biocentis-br_vesper_ventures_52,vesper_ventures,biocentis-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biocentis-br_The Ganesha Lab_53,The Ganesha Lab,biocentis-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biodiverso-insumos-br_vesper_ventures_54,vesper_ventures,biodiverso-insumos-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + growth investor patterns
INFERRED_biodiverso-insumos-br_ecoa_capital_55,ecoa_capital,biodiverso-insumos-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + growth investor patterns
INFERRED_biofab_vesper_ventures_56,vesper_ventures,biofab,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_biofab_The Ganesha Lab_57,The Ganesha Lab,biofab,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_biofabrica-siglo-xxi-mx_vesper_ventures_58,vesper_ventures,biofabrica-siglo-xxi-mx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biofabrica-siglo-xxi-mx_The Ganesha Lab_59,The Ganesha Lab,biofabrica-siglo-xxi-mx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biogenesis-bago-ec_grupo_insud_60,grupo_insud,biogenesis-bago-ec,growth,growth,,,,0,0.6,INFERRED_PATTERN,Inferred from Therapeutics + growth investor patterns
INFERRED_biohack-uio-ec_ecoa_capital_61,ecoa_capital,biohack-uio-ec,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + series-a investor patterns
INFERRED_biohack-uio-ec_zentynel_62,zentynel,biohack-uio-ec,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + series-a investor patterns
INFERRED_bioin-br_vesper_ventures_63,vesper_ventures,bioin-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_bioin-br_The Ganesha Lab_64,The Ganesha Lab,bioin-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biolife-innovations-bo_fondo_alerce_65,fondo_alerce,biolife-innovations-bo,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + series-a investor patterns
INFERRED_biolife-innovations-bo_sp_ventures_66,sp_ventures,biolife-innovations-bo,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + series-a investor patterns
INFERRED_biolinker_SF500_67,SF500,biolinker,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_biolinker_sp_ventures_68,sp_ventures,biolinker,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_biolinker-br_the_yield_lab_latam_69,the_yield_lab_latam,biolinker-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_biolinker-br_newtopia_vc_70,newtopia_vc,biolinker-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_biometrics-medellin-co_melek_capital_71,melek_capital,biometrics-medellin-co,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + series-a investor patterns
INFERRED_biometrics-medellin-co_atlantico_72,atlantico,biometrics-medellin-co,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + series-a investor patterns
INFERRED_biomimetic_solutions_vesper_ventures_73,vesper_ventures,biomimetic_solutions,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_biomimetic_solutions_The Ganesha Lab_74,The Ganesha Lab,biomimetic_solutions,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_bioram-mx_vox_capital_75,vox_capital,bioram-mx,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + series-a investor patterns
INFERRED_bioram-mx_the_yield_lab_latam_76,the_yield_lab_latam,bioram-mx,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + series-a investor patterns
INFERRED_biorefinery-tech-brazil-br_The Ganesha Lab_77,The Ganesha Lab,biorefinery-tech-brazil-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + growth investor patterns
INFERRED_biorefinery-tech-brazil-br_sosv_78,sosv,biorefinery-tech-brazil-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + growth investor patterns
INFERRED_biorgani_The Ganesha Lab_79,The Ganesha Lab,biorgani,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_biorgani_GridX_80,GridX,biorgani,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_biosens_vesper_ventures_81,vesper_ventures,biosens,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_biosens_The Ganesha Lab_82,The Ganesha Lab,biosens,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_biotech-cr_ecoa_capital_83,ecoa_capital,biotech-cr,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + series-a investor patterns
INFERRED_biotech-cr_zentynel_84,zentynel,biotech-cr,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + series-a investor patterns
INFERRED_biotecnofe_vesper_ventures_85,vesper_ventures,biotecnofe,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_biotecnofe_The Ganesha Lab_86,The Ganesha Lab,biotecnofe,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_biotic_The Ganesha Lab_87,The Ganesha Lab,biotic,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_biotic_GridX_88,GridX,biotic,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_biotimize_grupo_insud_89,grupo_insud,biotimize,series-b,series-b,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + series-b investor patterns
INFERRED_biotimize_zentynel_90,zentynel,biotimize,series-b,series-b,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + series-b investor patterns
INFERRED_biotrop-br_vesper_ventures_91,vesper_ventures,biotrop-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_biotrop-br_The Ganesha Lab_92,The Ganesha Lab,biotrop-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Bioinputs & Crop Resilience + pre-seed investor patterns
INFERRED_bitmec_vesper_ventures_93,vesper_ventures,bitmec,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_bitmec_The Ganesha Lab_94,The Ganesha Lab,bitmec,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_bloomcare-br_vesper_ventures_95,vesper_ventures,bloomcare-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_bloomcare-br_The Ganesha Lab_96,The Ganesha Lab,bloomcare-br,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_bontix-do_the_yield_lab_latam_97,the_yield_lab_latam,bontix-do,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_bontix-do_morningside_group_98,morningside_group,bontix-do,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Precision Agriculture + series-a investor patterns
INFERRED_brtc_The Ganesha Lab_99,The Ganesha Lab,brtc,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_brtc_GridX_100,GridX,brtc,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + pre-seed investor patterns
INFERRED_bruna-by-altum-lab-cl_The Ganesha Lab_101,The Ganesha Lab,bruna-by-altum-lab-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_bruna-by-altum-lab-cl_GridX_102,GridX,bruna-by-altum-lab-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + pre-seed investor patterns
INFERRED_by_my_cell_SF500_103,SF500,by_my_cell,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_by_my_cell_sp_ventures_104,sp_ventures,by_my_cell,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_caribbean-medtech-do_melek_capital_105,melek_capital,caribbean-medtech-do,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + series-a investor patterns
INFERRED_caribbean-medtech-do_atlantico_106,atlantico,caribbean-medtech-do,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + series-a investor patterns
INFERRED_carigenetics_domo_invest_107,domo_invest,carigenetics,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + seed investor patterns
INFERRED_carigenetics_primatec_108,primatec,carigenetics,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + seed investor patterns
INFERRED_celer_biotecnologia_domo_invest_109,domo_invest,celer_biotecnologia,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + seed investor patterns
INFERRED_celer_biotecnologia_primatec_110,primatec,celer_biotecnologia,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + seed investor patterns
INFERRED_cellargen_biotech_SF500_111,SF500,cellargen_biotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_cellargen_biotech_sp_ventures_112,sp_ventures,cellargen_biotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomanufacturing & Platform Technologies + pre-seed investor patterns
INFERRED_cellmeat-brasil-br_the_yield_lab_latam_113,the_yield_lab_latam,cellmeat-brasil-br,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + seed investor patterns
INFERRED_cellmeat-brasil-br_kptl_114,kptl,cellmeat-brasil-br,seed,seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + seed investor patterns
INFERRED_cellter-cl_vesper_ventures_115,vesper_ventures,cellter-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_cellter-cl_The Ganesha Lab_116,The Ganesha Lab,cellter-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_celluris_vesper_ventures_117,vesper_ventures,celluris,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_celluris_The Ganesha Lab_118,The Ganesha Lab,celluris,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Therapeutics + pre-seed investor patterns
INFERRED_cellva-ingredients-br_the_yield_lab_latam_119,the_yield_lab_latam,cellva-ingredients-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_cellva-ingredients-br_newtopia_vc_120,newtopia_vc,cellva-ingredients-br,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + series-a investor patterns
INFERRED_cenibiot_fondo_alerce_121,fondo_alerce,cenibiot,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + series-a investor patterns
INFERRED_cenibiot_sp_ventures_122,sp_ventures,cenibiot,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Food Systems & Alt Proteins + series-a investor patterns
INFERRED_cepha-biotech-br_melek_capital_123,melek_capital,cepha-biotech-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + growth investor patterns
INFERRED_cepha-biotech-br_vesper_ventures_124,vesper_ventures,cepha-biotech-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + growth investor patterns
INFERRED_chemtest_vesper_ventures_125,vesper_ventures,chemtest,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_chemtest_The Ganesha Lab_126,The Ganesha Lab,chemtest,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_consiste-br_vox_capital_127,vox_capital,consiste-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + growth investor patterns
INFERRED_consiste-br_the_yield_lab_latam_128,the_yield_lab_latam,consiste-br,growth,growth,,,,0,0.5,INFERRED_PATTERN,Inferred from Digital AgTech & Agrifintech + growth investor patterns
INFERRED_copper3d_SOSV_IndieBio_129,SOSV_IndieBio,copper3d,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + series-a investor patterns
INFERRED_copper3d_GridX_130,GridX,copper3d,series-a,series-a,,,,0,0.5,INFERRED_PATTERN,Inferred from Biomaterials & Green Chemistry + series-a investor patterns
INFERRED_cutting_edge_superconductors_vesper_ventures_131,vesper_ventures,cutting_edge_superconductors,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_cutting_edge_superconductors_The Ganesha Lab_132,The Ganesha Lab,cutting_edge_superconductors,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_daeki-cl_vesper_ventures_133,vesper_ventures,daeki-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_daeki-cl_The Ganesha Lab_134,The Ganesha Lab,daeki-cl,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_dart_by_teledx_vesper_ventures_135,vesper_ventures,dart_by_teledx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_dart_by_teledx_The Ganesha Lab_136,The Ganesha Lab,dart_by_teledx,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_detx_mol_vesper_ventures_137,vesper_ventures,detx_mol,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_detx_mol_The Ganesha Lab_138,The Ganesha Lab,detx_mol,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_diagnosis_biotech_vesper_ventures_139,vesper_ventures,diagnosis_biotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
INFERRED_diagnosis_biotech_The Ganesha Lab_140,The Ganesha Lab,diagnosis_biotech,pre-seed,pre-seed,,,,0,0.5,INFERRED_PATTERN,Inferred from Diagnostics & Devices + pre-seed investor patterns
